
{'loss': 3.0321, 'grad_norm': 4.194638336789604, 'learning_rate': 0.0, 'epoch': 0.02}
{'loss': 0.7872, 'grad_norm': 2.696741908709771, 'learning_rate': 1.9540229885057475e-05, 'epoch': 8.15}
{'loss': 0.6788, 'grad_norm': 2.662639900929336, 'learning_rate': 1.934865900383142e-05, 'epoch': 8.16}
{'loss': 0.761, 'grad_norm': 2.7757401314797927, 'learning_rate': 1.9157088122605367e-05, 'epoch': 8.18}
{'loss': 0.6314, 'grad_norm': 2.6763935029232853, 'learning_rate': 1.896551724137931e-05, 'epoch': 8.2}
{'loss': 0.6109, 'grad_norm': 2.560442555157895, 'learning_rate': 1.8773946360153258e-05, 'epoch': 8.22}
{'loss': 0.5619, 'grad_norm': 2.8880561559895925, 'learning_rate': 1.8582375478927206e-05, 'epoch': 8.24}
{'loss': 0.5472, 'grad_norm': 2.768523350940636, 'learning_rate': 1.839080459770115e-05, 'epoch': 8.25}
{'loss': 0.6544, 'grad_norm': 2.9378841709699, 'learning_rate': 1.8199233716475097e-05, 'epoch': 8.27}
{'loss': 0.5282, 'grad_norm': 2.2913069019675882, 'learning_rate': 1.800766283524904e-05, 'epoch': 8.29}
{'loss': 0.5146, 'grad_norm': 2.2132846401893875, 'learning_rate': 1.781609195402299e-05, 'epoch': 8.31}
{'loss': 0.6892, 'grad_norm': 2.4431437529736284, 'learning_rate': 1.7624521072796933e-05, 'epoch': 8.33}
{'loss': 0.7562, 'grad_norm': 2.3412379481238, 'learning_rate': 1.743295019157088e-05, 'epoch': 8.34}
{'loss': 0.696, 'grad_norm': 2.6473533054354617, 'learning_rate': 1.7241379310344828e-05, 'epoch': 8.36}
{'loss': 0.6232, 'grad_norm': 2.2243077829187885, 'learning_rate': 1.7049808429118776e-05, 'epoch': 8.38}
{'loss': 0.5745, 'grad_norm': 2.3539588873049944, 'learning_rate': 1.6858237547892723e-05, 'epoch': 8.4}
{'loss': 0.6216, 'grad_norm': 2.5563553214515307, 'learning_rate': 1.6666666666666667e-05, 'epoch': 8.42}
{'loss': 0.5648, 'grad_norm': 2.2881971278789774, 'learning_rate': 1.6475095785440615e-05, 'epoch': 8.44}
{'loss': 0.6358, 'grad_norm': 2.522567462468676, 'learning_rate': 1.628352490421456e-05, 'epoch': 8.45}
{'loss': 0.649, 'grad_norm': 2.238537929153988, 'learning_rate': 1.6091954022988507e-05, 'epoch': 8.47}                                                                                                                                                                              
{'loss': 0.5937, 'grad_norm': 2.5933662257385484, 'learning_rate': 1.5900383141762454e-05, 'epoch': 8.49}                                                                                                                                                                            
{'loss': 0.7157, 'grad_norm': 2.3971407550541635, 'learning_rate': 1.5708812260536398e-05, 'epoch': 8.51}                                                                                                                                                                            
{'loss': 0.7177, 'grad_norm': 2.7015557016414737, 'learning_rate': 1.5517241379310346e-05, 'epoch': 8.53}                                                                                                                                                                            
{'loss': 0.5408, 'grad_norm': 2.082610529918158, 'learning_rate': 1.532567049808429e-05, 'epoch': 8.54}                                                                                                                                                                              
{'loss': 0.6441, 'grad_norm': 2.5557409842792187, 'learning_rate': 1.5134099616858237e-05, 'epoch': 8.56}                                                                                                                                                                            
{'loss': 0.6863, 'grad_norm': 2.577331409236469, 'learning_rate': 1.4942528735632185e-05, 'epoch': 8.58}                                                                                                                                                                             
{'loss': 0.6397, 'grad_norm': 2.4286989829080556, 'learning_rate': 1.475095785440613e-05, 'epoch': 8.6}                                                                                                                                                                              
{'loss': 0.5955, 'grad_norm': 2.4890448436825268, 'learning_rate': 1.4559386973180078e-05, 'epoch': 8.62}                                                                                                                                                                            
{'loss': 0.6451, 'grad_norm': 2.453226160197078, 'learning_rate': 1.4367816091954022e-05, 'epoch': 8.63}                                                                                                                                                                             
{'loss': 0.5792, 'grad_norm': 2.682176783412477, 'learning_rate': 1.417624521072797e-05, 'epoch': 8.65}                                                                                                                                                                              
{'loss': 0.5799, 'grad_norm': 2.4736221622948404, 'learning_rate': 1.3984674329501916e-05, 'epoch': 8.67}                                                                                                                                                                            
{'loss': 0.6577, 'grad_norm': 2.6120611961260085, 'learning_rate': 1.3793103448275863e-05, 'epoch': 8.69}                                                                                                                                                                            
{'loss': 0.5688, 'grad_norm': 2.6293906842211774, 'learning_rate': 1.360153256704981e-05, 'epoch': 8.71}                                                                                                                                                                             
{'loss': 0.5637, 'grad_norm': 2.526311850127602, 'learning_rate': 1.3409961685823755e-05, 'epoch': 8.73}                                                                                                                                                                             
{'loss': 0.69, 'grad_norm': 2.433853300646495, 'learning_rate': 1.3218390804597702e-05, 'epoch': 8.74}                                                                                                                                                                               
{'loss': 0.598, 'grad_norm': 2.4850003824983613, 'learning_rate': 1.3026819923371647e-05, 'epoch': 8.76}                                                                                                                                                                             
{'loss': 0.6041, 'grad_norm': 2.4595425817828476, 'learning_rate': 1.2835249042145594e-05, 'epoch': 8.78}                                                                                                                                                                            
{'loss': 0.5201, 'grad_norm': 2.5022968999577966, 'learning_rate': 1.2643678160919542e-05, 'epoch': 8.8}                                                                                                                                                                             
{'loss': 0.6475, 'grad_norm': 2.6155040642348086, 'learning_rate': 1.2452107279693487e-05, 'epoch': 8.82}                                                                                                                                                                            
{'loss': 0.6674, 'grad_norm': 2.74105453472762, 'learning_rate': 1.2260536398467433e-05, 'epoch': 8.83}                                                                                                                                                                              
{'loss': 0.7104, 'grad_norm': 2.5757297270507378, 'learning_rate': 1.206896551724138e-05, 'epoch': 8.85}                                                                                                                                                                             
{'loss': 0.6823, 'grad_norm': 2.5017499748505694, 'learning_rate': 1.1877394636015327e-05, 'epoch': 8.87}                                                                                                                                                                            
{'loss': 0.6379, 'grad_norm': 2.5643848273941763, 'learning_rate': 1.1685823754789272e-05, 'epoch': 8.89}                                                                                                                                                                            
{'loss': 0.6446, 'grad_norm': 2.63949258224586, 'learning_rate': 1.1494252873563218e-05, 'epoch': 8.91}                                                                                                                                                                              
{'loss': 0.6494, 'grad_norm': 2.590872929384407, 'learning_rate': 1.1302681992337164e-05, 'epoch': 8.93}                                                                                                                                                                             
{'loss': 0.6007, 'grad_norm': 2.394539159548417, 'learning_rate': 1.1111111111111112e-05, 'epoch': 8.94}                                                                                                                                                                             
{'loss': 0.6402, 'grad_norm': 2.483107932951076, 'learning_rate': 1.091954022988506e-05, 'epoch': 8.96}                                                                                                                                                                              
{'loss': 0.6331, 'grad_norm': 2.517431579559571, 'learning_rate': 1.0727969348659005e-05, 'epoch': 8.98}                                                                                                                                                                             
{'loss': 0.5504, 'grad_norm': 2.3651166577025133, 'learning_rate': 1.053639846743295e-05, 'epoch': 9.0}                                                                                                                                                                              
{'loss': 0.8995, 'grad_norm': 6.389869259283371, 'learning_rate': 1.0344827586206897e-05, 'epoch': 9.02}                                                                                                                                                                             
{'loss': 0.5375, 'grad_norm': 2.3354600932753127, 'learning_rate': 1.0153256704980842e-05, 'epoch': 9.03}                                                                                                                                                                            
{'loss': 0.6769, 'grad_norm': 2.420002597820602, 'learning_rate': 9.96168582375479e-06, 'epoch': 9.05}                                                                                                                                                                               
{'loss': 0.6678, 'grad_norm': 2.317733943256992, 'learning_rate': 9.770114942528738e-06, 'epoch': 9.07}                                                                                                                                                                              
{'loss': 0.5671, 'grad_norm': 2.209191363674543, 'learning_rate': 9.578544061302683e-06, 'epoch': 9.09}                                                                                                                                                                              
{'loss': 0.4893, 'grad_norm': 2.161703003356889, 'learning_rate': 9.386973180076629e-06, 'epoch': 9.11}                                                                                                                                                                              
{'loss': 0.5642, 'grad_norm': 2.4773219332655834, 'learning_rate': 9.195402298850575e-06, 'epoch': 9.12}                                                                                                                                                                             
{'loss': 0.6266, 'grad_norm': 2.357454584823108, 'learning_rate': 9.00383141762452e-06, 'epoch': 9.14}                                                                                                                                                                               
{'loss': 0.6069, 'grad_norm': 2.2676954254113073, 'learning_rate': 8.812260536398467e-06, 'epoch': 9.16}                                                                                                                                                                             
{'loss': 0.6179, 'grad_norm': 2.4345736799168542, 'learning_rate': 8.620689655172414e-06, 'epoch': 9.18}                                                                                                                                                                             
{'loss': 0.5219, 'grad_norm': 2.0140513308020784, 'learning_rate': 8.429118773946362e-06, 'epoch': 9.2}                                                                                                                                                                              
{'loss': 0.4711, 'grad_norm': 2.189544949700327, 'learning_rate': 8.237547892720307e-06, 'epoch': 9.22}
{'loss': 0.647, 'grad_norm': 2.3784754631363247, 'learning_rate': 8.045977011494253e-06, 'epoch': 9.23}                                                                                                                                                                              
{'loss': 0.5764, 'grad_norm': 2.3738927087310784, 'learning_rate': 7.854406130268199e-06, 'epoch': 9.25}                                                                                                                                                                             
{'loss': 0.662, 'grad_norm': 2.4031477510641395, 'learning_rate': 7.662835249042145e-06, 'epoch': 9.27}                                                                                                                                                                              
{'loss': 0.476, 'grad_norm': 2.516129779208251, 'learning_rate': 7.4712643678160925e-06, 'epoch': 9.29}                                                                                                                                                                              
{'loss': 0.5637, 'grad_norm': 2.527205698008302, 'learning_rate': 7.279693486590039e-06, 'epoch': 9.31}                                                                                                                                                                              
{'loss': 0.4871, 'grad_norm': 2.405473796390107, 'learning_rate': 7.088122605363985e-06, 'epoch': 9.32}                                                                                                                                                                              
{'loss': 0.6854, 'grad_norm': 2.545266292335408, 'learning_rate': 6.896551724137932e-06, 'epoch': 9.34}                                                                                                                                                                              
{'loss': 0.5694, 'grad_norm': 2.432871023212088, 'learning_rate': 6.7049808429118775e-06, 'epoch': 9.36}                                                                                                                                                                             
{'loss': 0.4704, 'grad_norm': 2.248289769868748, 'learning_rate': 6.513409961685823e-06, 'epoch': 9.38}                                                                                                                                                                              
{'loss': 0.5483, 'grad_norm': 2.792446892156436, 'learning_rate': 6.321839080459771e-06, 'epoch': 9.4}                                                                                                                                                                               
{'loss': 0.5634, 'grad_norm': 2.65224925343422, 'learning_rate': 6.130268199233717e-06, 'epoch': 9.41}                                                                                                                                                                               
{'loss': 0.5597, 'grad_norm': 2.534994597313877, 'learning_rate': 5.938697318007663e-06, 'epoch': 9.43}                                                                                                                                                                              
{'loss': 0.4563, 'grad_norm': 2.2639680251200844, 'learning_rate': 5.747126436781609e-06, 'epoch': 9.45}                                                                                                                                                                             
{'loss': 0.7291, 'grad_norm': 2.7549847100082965, 'learning_rate': 5.555555555555556e-06, 'epoch': 9.47}                                                                                                                                                                             
{'loss': 0.6287, 'grad_norm': 2.520489196265415, 'learning_rate': 5.3639846743295025e-06, 'epoch': 9.49}                                                                                                                                                                             
{'loss': 0.5569, 'grad_norm': 2.4095523219327744, 'learning_rate': 5.172413793103448e-06, 'epoch': 9.51}                                                                                                                                                                             
{'loss': 0.6136, 'grad_norm': 2.5563968994202604, 'learning_rate': 4.980842911877395e-06, 'epoch': 9.52}                                                                                                                                                                             
{'loss': 0.6003, 'grad_norm': 2.6007716295479124, 'learning_rate': 4.789272030651342e-06, 'epoch': 9.54}                                                                                                                                                                             
{'loss': 0.596, 'grad_norm': 2.535944176275803, 'learning_rate': 4.5977011494252875e-06, 'epoch': 9.56}                                                                                                                                                                              
{'loss': 0.6017, 'grad_norm': 2.6538541527473303, 'learning_rate': 4.406130268199233e-06, 'epoch': 9.58}                                                                                                                                                                             
{'loss': 0.5264, 'grad_norm': 2.354830187792321, 'learning_rate': 4.214559386973181e-06, 'epoch': 9.6}                                                                                                                                                                               
{'loss': 0.6867, 'grad_norm': 2.6616848170851006, 'learning_rate': 4.022988505747127e-06, 'epoch': 9.61}                                                                                                                                                                             
{'loss': 0.5879, 'grad_norm': 2.4071838039441635, 'learning_rate': 3.8314176245210725e-06, 'epoch': 9.63}                                                                                                                                                                            
{'loss': 0.617, 'grad_norm': 2.617756758354558, 'learning_rate': 3.6398467432950196e-06, 'epoch': 9.65}                                                                                                                                                                              
{'loss': 0.6055, 'grad_norm': 2.4121955390265595, 'learning_rate': 3.448275862068966e-06, 'epoch': 9.67}                                                                                                                                                                             
{'loss': 0.5554, 'grad_norm': 2.5231195086875737, 'learning_rate': 3.2567049808429117e-06, 'epoch': 9.69}                                                                                                                                                                            
{'loss': 0.5832, 'grad_norm': 2.4402160912522763, 'learning_rate': 3.0651340996168583e-06, 'epoch': 9.71}                                                                                                                                                                            
{'loss': 0.5791, 'grad_norm': 2.279748971446192, 'learning_rate': 2.8735632183908046e-06, 'epoch': 9.72}                                                                                                                                                                             
{'loss': 0.5251, 'grad_norm': 2.5749604278353324, 'learning_rate': 2.6819923371647512e-06, 'epoch': 9.74}                                                                                                                                                                            
{'loss': 0.7015, 'grad_norm': 2.44250093016552, 'learning_rate': 2.4904214559386975e-06, 'epoch': 9.76}                                                                                                                                                                              
{'loss': 0.5581, 'grad_norm': 2.311275560556808, 'learning_rate': 2.2988505747126437e-06, 'epoch': 9.78}                                                                                                                                                                             
{'loss': 0.7015, 'grad_norm': 2.737712355240357, 'learning_rate': 2.1072796934865904e-06, 'epoch': 9.8}                                                                                                                                                                              
{'loss': 0.5993, 'grad_norm': 2.1923076624639157, 'learning_rate': 1.9157088122605362e-06, 'epoch': 9.81}                                                                                                                                                                            
{'loss': 0.5179, 'grad_norm': 2.300319087583963, 'learning_rate': 1.724137931034483e-06, 'epoch': 9.83}                                                                                                                                                                              
{'loss': 0.6684, 'grad_norm': 2.6200034638674543, 'learning_rate': 1.5325670498084292e-06, 'epoch': 9.85}                                                                                                                                                                            
{'loss': 0.5033, 'grad_norm': 2.381024992893623, 'learning_rate': 1.3409961685823756e-06, 'epoch': 9.87}                                                                                                                                                                             
{'loss': 0.618, 'grad_norm': 2.612323582159375, 'learning_rate': 1.1494252873563219e-06, 'epoch': 9.89}                                                                                                                                                                              
{'loss': 0.5777, 'grad_norm': 2.6218403033982107, 'learning_rate': 9.578544061302681e-07, 'epoch': 9.9}                                                                                                                                                                              
{'loss': 0.5118, 'grad_norm': 2.517500840716278, 'learning_rate': 7.662835249042146e-07, 'epoch': 9.92}                                                                                                                                                                              
{'loss': 0.5666, 'grad_norm': 2.586356429065861, 'learning_rate': 5.747126436781609e-07, 'epoch': 9.94}                                                                                                                                                                              
{'loss': 0.6427, 'grad_norm': 2.398996164168944, 'learning_rate': 3.831417624521073e-07, 'epoch': 9.96}                                                                                                                                                                              
{'loss': 0.5728, 'grad_norm': 2.2724807668253244, 'learning_rate': 1.9157088122605365e-07, 'epoch': 9.98}
